,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1165,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,6.36
1166,Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,5.27
1167,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2012,74000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,2.65
1168,Honda Amaze VX i-DTEC,Chennai,2016,15388,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,7.5
1169,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.55
1170,Maruti Swift ZXI,Coimbatore,2014,33372,Petrol,Manual,Second,18.6 kmpl,1197 CC,85.8 bhp,5.0,6.21
1171,Hyundai Verna 1.6 VTVT EX AT,Mumbai,2013,24000,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.4 bhp,5.0,5.95
1172,Hyundai i20 Sportz 1.2,Mumbai,2016,6000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,5.95
1173,Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4.25
1174,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,5.45
1175,Maruti Wagon R VXI,Ahmedabad,2011,75000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2.6
1176,Tata Indigo GLE,Hyderabad,2017,23228,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5.0,4.5
1177,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,82000,Diesel,Manual,Second,13.8 kmpl,1399 CC,68 bhp,5.0,1.0
1178,Mini Cooper Convertible S,Chennai,2012,17000,Petrol,Automatic,Second,16.82 kmpl,1998 CC,189.08 bhp,4.0,22.0
1179,Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Diesel,Manual,Second,17.7 kmpl,1399 CC,68 bhp,5.0,3.0
1180,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,5.0,38.0
1181,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,7.34
1182,Chevrolet Beat Diesel PS,Bangalore,2012,65000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,2.4
1183,Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,4.75
1184,Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,Diesel,Automatic,First,11.0 kmpl,2987 CC,258 bhp,7.0,56.0
1185,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,5.0
1186,Mercedes-Benz CLA 200 CDI Style,Coimbatore,2017,23106,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,27.43
1187,Honda Amaze S i-Vtech,Kochi,2015,34327,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,5.4
1188,Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.75
1189,Land Rover Discovery HSE Luxury 3.0 TD6,Mumbai,2017,35000,Diesel,Automatic,First,18.0 kmpl,2993 CC,255 bhp,7.0,41.6
1190,Maruti Swift Vdi BSIII,Hyderabad,2010,86000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5.0,3.6
1191,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,5.44
1192,Hyundai Verna CRDi SX,Chennai,2011,108242,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,4.25
1193,Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,6.0
1194,Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,38.0
1195,Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,0.92
1196,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,5.72
1197,Mahindra XUV500 W6 2WD,Kolkata,2013,73314,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,6.6
1198,Renault Duster 110PS Diesel RxZ,Bangalore,2014,74500,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,7.95
1199,Honda City 1.5 S MT,Chennai,2008,114750,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,2.75
1200,Tata Nano XTA,Bangalore,2016,29000,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,2.8
1201,Maruti Dzire VDI,Hyderabad,2011,110000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,4.0
1202,Hyundai Santro Xing GLS,Hyderabad,2007,69775,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,1.85
1203,Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,33858,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,9.03
1204,Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,10.82
1205,Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,32.8
1206,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,3.7
1207,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,17.85
1208,Maruti Omni E MPI STD BS IV,Kochi,2019,11571,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8.0,3.8
1209,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,2.59
1210,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,4.8
1211,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,7.75
1212,Honda CR-V Sport,Hyderabad,2010,67758,Petrol,Manual,First,10.8 kmpl,2354 CC,null bhp,5.0,9.5
1213,Maruti Ignis 1.2 Alpha,Mumbai,2017,7000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,5.7
1214,Mini Cooper Countryman D High,Mumbai,2015,34000,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5.0,22.0
1215,Maruti Baleno Zeta 1.3,Delhi,2015,54000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,5.95
1216,Toyota Innova 2.0 GX 8 STR,Kolkata,2011,78088,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,6.3
1217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,7.7
1218,Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,24.0
1219,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,8.89
1220,Toyota Innova Crysta 2.8 GX AT,Ahmedabad,2016,100200,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,17.0
1221,Hyundai Grand i10 Sportz,Delhi,2016,81605,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,4.53
1222,Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,7.52
1223,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,10.6
1224,Maruti Wagon R VXI,Pune,2014,38958,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,3.41
1225,BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,Diesel,Automatic,Second,18.88 kmpl,1995 CC,184 bhp,5.0,18.0
1226,Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45 kmpl,1493 CC,100 bhp,7.0,7.57
1227,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2011,46000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,3.05
1228,Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,4.25
1229,Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,3.3
1230,Toyota Corolla Altis G,Chennai,2008,86000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,3.5
1231,Audi A4 3.0 TDI Quattro,Coimbatore,2015,35463,Diesel,Automatic,First,14.94 kmpl,2967 CC,241.4 bhp,5.0,25.02
1232,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,66882,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,25.02
1233,Maruti Alto K10 VXI AGS,Chennai,2016,57000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.4
1234,Chevrolet Beat LT,Coimbatore,2012,24735,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,2.87
1235,Volvo XC90 2007-2015 D5 AWD,Kochi,2014,89230,Diesel,Manual,First,11.1 kmpl,2400 CC,200 bhp,7.0,23.65
1236,Mahindra XUV500 W8 2WD,Kolkata,2013,55886,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,7.25
1237,Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,8.75
1238,Audi Q7 4.2 FSI quattro,Delhi,2008,71000,Petrol,Automatic,First,8.3 kmpl,4134 CC,250 bhp,7.0,11.99
1239,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,4.0
1240,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5.0,7.1
1241,Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,4.2
1242,Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5.0,5.75
1243,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.25
1244,Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,70000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,4.6
1245,Skoda Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5.0,4.5
1246,Hyundai Verna 1.6 CRDI,Coimbatore,2016,37882,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,9.19
1247,Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,2.95
1248,Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,4.0
1249,Hyundai i20 Sportz 1.4 CRDi,Ahmedabad,2016,74000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,6.5
1250,Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,2002,99000,Diesel,Manual,Second,18.7 kmpl,1896 CC,66 bhp,5.0,1.9
1251,Hyundai i20 Magna,Jaipur,2013,59000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,4.1
1252,Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86 kmpl,1598 CC,122 bhp,4.0,32.0
1253,Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0 kmpl,2997 CC,218 bhp,5.0,2.65
1254,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,10.35
1255,Honda City V AT,Kochi,2014,46728,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,6.15
1256,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5.0,17.23
1257,Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,4.98
1258,Hyundai Tucson CRDi,Delhi,2006,80000,Diesel,Manual,Second,12.6 kmpl,1991 CC,112 bhp,7.0,1.75
1259,Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,19.25
1260,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4.3
1261,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.84
1262,Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,7.75
1263,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,4.5
1264,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5.0,38.95
1265,Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,5.6
1266,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,30.8
1267,Toyota Innova Crysta 2.8 ZX AT,Mumbai,2017,30000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,19.25
1268,Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.63
1269,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8.0,2.35
1270,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,12.63
1271,Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,3.61
1272,Maruti Swift Dzire VDi,Kolkata,2015,35000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,4.75
1273,Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,20.57
1274,BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,12.5
1275,Maruti Swift Dzire LDI,Delhi,2015,53503,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,5.0
1276,Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,8.5
1277,Maruti Alto 800 LXI,Hyderabad,2014,58500,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,2.75
1278,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,8.61
1279,BMW 5 Series 520d Luxury Line,Ahmedabad,2012,95000,Diesel,Automatic,Second,22.48 kmpl,1995 CC,190 bhp,5.0,17.5
1280,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,22.75
1281,Hyundai i10 Era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,2.0
1282,Hyundai i10 Magna 1.2,Kochi,2013,46821,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3.42
1283,Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,4.0
1284,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,5.5
1285,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,52.5
1286,Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,42.5
1287,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,13.75
1288,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,9.25
1289,Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,49000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,15.45
1290,Maruti Ciaz ZDi SHVS,Chennai,2014,45000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,6.85
1291,Hyundai i10 Sportz,Ahmedabad,2014,47003,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3.67
1292,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,3.67
1293,Honda Brio S MT,Delhi,2013,33000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,3.24
1294,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,1.9
1295,Toyota Fortuner 3.0 Diesel,Jaipur,2009,149706,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,11.0
1296,Mercedes-Benz E-Class E270 CDI,Bangalore,2005,54000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,10.0
1297,Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,5.0,2.42
1298,Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,22732,Petrol,Automatic,First,18.1 kmpl,3498 CC,306 bhp,2.0,55.54
1299,Honda Brio S MT,Bangalore,2014,43521,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,4.25
1300,Nissan Terrano XV 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,6.0
1301,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,49.22
1302,BMW 3 Series 320d Highline,Bangalore,2014,69330,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,23.5
1303,Maruti Ciaz 1.4 Alpha,Kochi,2018,41283,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,9.9
1304,BMW 5 Series 523i Sedan,Mumbai,2010,74000,Petrol,Automatic,First,10.8 kmpl,2497 CC,150 bhp,5.0,12.95
1305,Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,5.75
1306,Mercedes-Benz B Class B180,Delhi,2013,28000,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,11.56
1307,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,7.0
1308,Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5.0,5.49
1309,Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,9.25
1310,Tata Sumo DX,Mumbai,2013,20000,Diesel,Manual,First,14.07 kmpl,1978 CC,83.1 bhp,10.0,5.25
1311,Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,7.65
1312,Honda Jazz 1.2 VX i VTEC,Kochi,2017,24700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,7.07
1313,Hyundai i10 Magna 1.2,Coimbatore,2013,36264,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,4.32
1314,Hyundai i20 Asta (o),Delhi,2014,42365,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,5.5
1315,Audi Q5 2.0 TDI Premium Plus,Delhi,2012,74500,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5.0,15.0
1316,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,10.75
1317,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,17.0 kmpl,1198 CC,74 bhp,5.0,5.5
1318,Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,3.37
1319,Honda Civic 2006-2010 1.8 V MT,Delhi,2012,88578,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,3.95
1320,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5.0,6.69
1321,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,17.5
1322,Maruti Wagon R LXI,Jaipur,2011,80000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,2.5
1323,BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,Diesel,Automatic,First,16.73 kmpl,1995 CC,218 bhp,5.0,19.99
1324,Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,5.25
1325,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7.0,3.45
1326,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,8.75
1327,Renault KWID RXT,Pune,2015,28000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,2.65
1328,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,3.95
1329,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,5.0,25.82
1330,Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,4.35
1331,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,5.83
1332,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,10.4
1333,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,29.67
1334,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.13
1335,Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,18.9
1336,Ford Figo Diesel LXI,Chennai,2010,39000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,2.5
1337,Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,22874,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,5.0,4.44
1338,Hyundai Verna 1.6 VTVT S,Jaipur,2015,89000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,7.5
1339,BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,245 bhp,5.0,28.0
1340,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,34.0
1341,Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,5.1
1342,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,6.9
1343,Maruti Swift ZDi,Jaipur,2013,92000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,4.35
1344,Volkswagen Vento Diesel Highline,Jaipur,2011,50000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,5.0
1345,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5.0,6.7
1346,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,23.5
1347,Hyundai i10 Sportz 1.2 AT,Kochi,2012,45178,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,3.48
1348,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,40000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,5.25
1349,Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17.0 kmpl,1591 CC,121.3 bhp,5.0,5.25
1350,Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5.0,2.65
1351,Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,7.85
